paper_id,short_title,year_month,coarse_topic,main_model_stage,title,source,source_url,clean_author_name,departed_mark,research_pool_source
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Huazuo Gao,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Deli Chen,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Jiashi Li,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Wangding Zeng,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Xingkai Yu,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Yu Wu,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Zhenda Xie,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Yukun Li,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Panpan Huang,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Fuli Luo,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Chong Ruan,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Zhifang Sui,,原始署名名单
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,Wenfeng Liang,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Daya Guo,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Qihao Zhu,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Dejian Yang,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Zhenda Xie,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Kai Dong,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Wentao Zhang,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Guanting Chen,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Xiao Bi,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Yu Wu,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Yukun Li,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Fuli Luo,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Yingfei Xiong,,原始署名名单
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,Wenfeng Liang,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Zhihong Shao,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Peiyi Wang,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Qihao Zhu,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Runxin Xu,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Junxiao Song,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Mingchuan Zhang,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Yukun Li,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Yu Wu,,原始署名名单
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,Daya Guo,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Haoyu Lu,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Wen Liu,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Bo Zhang,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Bingxuan Wang,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Kai Dong,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Bo Liu,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Jingxiang Sun,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Tongzheng Ren,,原始署名名单
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,Zhuoshu Li,,原始署名名单
