source,target,shared_papers,fractional_weight,papers
Chenggang Zhao,Ziwei Xie,6,0.043114734983937045,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chengqi Deng,Chong Ruan,10,0.27478766731476406,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL；DeepSeekMoE；Insights into DeepSeek-V3
Chengqi Deng,Hanwei Xu,8,0.1408590958861927,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL
Chengqi Deng,Jiashi Li,10,0.25599067483356114,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；Insights into DeepSeek-V3；mHC
Chengqi Deng,Ying He,7,0.11454330641250846,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Insights into DeepSeek-V3
Chong Ruan,Kang Guan,8,0.10789206291915972,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Chong Ruan,Liyue Zhang,10,0.2621826252979574,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Insights into DeepSeek-V3
Chong Ruan,Qiushi Du,8,0.13193052445762127,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chong Ruan,Shirong Ma,10,0.3425397681551002,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；Generalist Reward Modeling；Insights into DeepSeek-V3
Chong Ruan,Wen Liu,10,0.3958619877311898,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL；DeepSeek-VL2；Janus；Janus-Pro
Chong Ruan,Wenjun Gao,9,0.190754053869386,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chong Ruan,Xin Xie,8,0.10789206291915972,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Chong Ruan,Xingkai Yu,10,0.3869334163026183,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；DeepSeekMoE；Janus；Janus-Pro
Chong Ruan,Yishi Piao,8,0.10789206291915972,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Chong Ruan,Yuxiang You,8,0.10789206291915972,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2
Chong Ruan,Zhe Fu,7,0.10193826439570175,DeepSeek LLM；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Chong Ruan,Zhenda Xie,13,0.5561063486334453,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL；DeepSeek-VL2；DeepSeekMoE；Janus；Janus-Pro；Native Sparse Attention
Damai Dai,Deli Chen,9,0.3319305244576212,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；ESFT
Damai Dai,Huazuo Gao,12,0.36588078472367097,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；DeepSeekMoE；Insights into DeepSeek-V3；Native Sparse Attention；mHC
Damai Dai,Runxin Xu,9,0.3319305244576212,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；ESFT
Damai Dai,Wenfeng Liang,12,0.4043423231852094,Conditional Memory；DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；Insights into DeepSeek-V3；Native Sparse Attention；mHC
Damai Dai,Yu Wu,10,0.37039206291915966,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；DeepSeekMoE；ESFT
Damai Dai,Zhenda Xie,12,0.3713752902181765,Conditional Memory；DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；DeepSeekMoE；Native Sparse Attention；mHC
Damai Dai,Zhewen Hao,8,0.1463536013806982,Conditional Memory；DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Daya Guo,Dejian Yang,9,0.21158738720271927,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Daya Guo,Guanting Chen,7,0.12644806831727037,DeepSeek LLM；DeepSeek-Coder；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Daya Guo,Mingchuan Zhang,7,0.14311473498393706,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Daya Guo,Qihao Zhu,11,0.4365873872027192,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-Prover；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Daya Guo,Wentao Zhang,7,0.12644806831727037,DeepSeek LLM；DeepSeek-Coder；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Daya Guo,Xiao Bi,9,0.25276385779095456,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Daya Guo,Zhe Fu,7,0.10193826439570175,DeepSeek LLM；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Daya Guo,Zhihong Shao,10,0.35325405386938596,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Dejian Yang,Fuli Luo,7,0.2067706097454677,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report
Dejian Yang,Guanting Chen,7,0.12644806831727037,DeepSeek LLM；DeepSeek-Coder；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Dejian Yang,Qihao Zhu,10,0.27408738720271925,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Dejian Yang,Qiushi Du,8,0.13193052445762127,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Dejian Yang,Wenjun Gao,9,0.190754053869386,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-Prover-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Dejian Yang,Wentao Zhang,7,0.12644806831727037,DeepSeek LLM；DeepSeek-Coder；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4
Deli Chen,Runxin Xu,9,0.3319305244576212,DeepSeek LLM；DeepSeek-Coder-V2；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMoE；ESFT
Fuli Luo,Qihao Zhu,7,0.2067706097454677,DeepSeek LLM；DeepSeek-Coder；DeepSeek-Coder-V2；DeepSeek-Prover-V1.5；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report
Haowei Zhang,Mingchuan Zhang,7,0.14311473498393706,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeekMath
Haowei Zhang,Yu Wu,8,0.18157627344547553,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；DeepSeekMath
Haowei Zhang,Yukun Li,8,0.18157627344547553,DeepSeek LLM；DeepSeek-R1；DeepSeek-V2；DeepSeek-V3 Technical Report；DeepSeek-V3.2；DeepSeek-V4；DeepSeek-VL2；DeepSeekMath
