paper_id,short_title,year_month,coarse_topic,main_model_stage,title,source,source_url,raw_order,raw_author_name,v4_group,departed_mark,manual_note
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,27,Yao Li,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,28,Y. K. Li,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,29,Wenfeng Liang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,30,Fangyun Lin,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,31,A. X. Liu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,32,Bo Liu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,33,Wen Liu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,34,Xiaodong Liu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,35,Xin Liu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,36,Yiyuan Liu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,37,Haoyu Lu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,38,Shanghao Lu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,39,Fuli Luo,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,40,Shirong Ma,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,41,Xiaotao Nie,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,42,Tian Pei,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,43,Yishi Piao,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,44,Junjie Qiu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,45,Hui Qu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,46,Tongzheng Ren,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,47,Zehui Ren,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,48,Chong Ruan,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,49,Zhangli Sha,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,50,Zhihong Shao,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,51,Junxiao Song,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,52,Xuecheng Su,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,53,Jingxiang Sun,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,54,Yaofeng Sun,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,55,Minghui Tang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,56,Bingxuan Wang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,57,Peiyi Wang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,58,Shiyu Wang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,59,Yaohui Wang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,60,Yongji Wang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,61,Tong Wu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,62,Y. Wu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,63,Xin Xie,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,64,Zhenda Xie,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,65,Ziwei Xie,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,66,Yiliang Xiong,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,67,Hanwei Xu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,68,R. X. Xu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,69,Yanhong Xu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,70,Dejian Yang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,71,Yuxiang You,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,72,Shuiping Yu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,73,Xingkai Yu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,74,B. Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,75,Haowei Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,76,Lecong Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,77,Liyue Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,78,Mingchuan Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,79,Minghua Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,80,Wentao Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,81,Yichao Zhang,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,82,Chenggang Zhao,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,83,Yao Zhao,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,84,Shangyan Zhou,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,85,Shunfeng Zhou,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,86,Qihao Zhu,,,
2401.02954,DeepSeek LLM,2024-01,主模型,V1/LLM,DeepSeek LLM: Scaling Open-Source Language Models with Longtermism,hf_api,https://huggingface.co/papers/2401.02954,87,Yuheng Zou,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,1,Damai Dai,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,2,Chengqi Deng,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,3,Chenggang Zhao,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,4,R. X. Xu,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,5,Huazuo Gao,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,6,Deli Chen,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,7,Jiashi Li,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,8,Wangding Zeng,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,9,Xingkai Yu,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,10,Y. Wu,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,11,Zhenda Xie,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,12,Y. K. Li,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,13,Panpan Huang,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,14,Fuli Luo,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,15,Chong Ruan,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,16,Zhifang Sui,,,
2401.06066,DeepSeekMoE,2024-01,系统/效率,,"DeepSeekMoE: Towards Ultimate Expert Specialization in
  Mixture-of-Experts Language Models",hf_api,https://huggingface.co/papers/2401.06066,17,Wenfeng Liang,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,1,Daya Guo,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,2,Qihao Zhu,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,3,Dejian Yang,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,4,Zhenda Xie,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,5,Kai Dong,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,6,Wentao Zhang,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,7,Guanting Chen,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,8,Xiao Bi,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,9,Y. Wu,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,10,Y. K. Li,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,11,Fuli Luo,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,12,Yingfei Xiong,,,
2401.14196,DeepSeek-Coder,2024-01,代码,,"DeepSeek-Coder: When the Large Language Model Meets Programming -- The
  Rise of Code Intelligence",hf_api,https://huggingface.co/papers/2401.14196,13,Wenfeng Liang,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,1,Zhihong Shao,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,2,Peiyi Wang,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,3,Qihao Zhu,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,4,Runxin Xu,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,5,Junxiao Song,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,6,Mingchuan Zhang,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,7,Y. K. Li,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,8,Y. Wu,,,
2402.03300,DeepSeekMath,2024-02,数学/证明,,"DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open
  Language Models",hf_api,https://huggingface.co/papers/2402.03300,9,Daya Guo,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,1,Haoyu Lu,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,2,Wen Liu,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,3,Bo Zhang,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,4,Bingxuan Wang,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,5,Kai Dong,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,6,Bo Liu,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,7,Jingxiang Sun,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,8,Tongzheng Ren,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,9,Zhuoshu Li,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,10,Yaofeng Sun,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,11,Chengqi Deng,,,
2403.05525,DeepSeek-VL,2024-03,多模态,,DeepSeek-VL: Towards Real-World Vision-Language Understanding,hf_api,https://huggingface.co/papers/2403.05525,12,Hanwei Xu,,,
