paper_id,short_title,stage,year_month,role_group,role_group_zh,raw_role_author_name,clean_author_name,departed_mark,source_file,source_basis
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Daya Guo,Daya Guo,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Jianzhong Guo,Jianzhong Guo,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Guangbo Hao,Guangbo Hao,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Zhewen Hao,Zhewen Hao,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Ying He,Ying He,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Wenjie Hu,Wenjie Hu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Panpan Huang,Panpan Huang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Erhang Li,Erhang Li,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Guowei Li,Guowei Li,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Jiashi Li,Jiashi Li,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yao Li,Yao Li,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Y. K. Li,Yukun Li,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Wenfeng Liang,Wenfeng Liang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Fangyun Lin,Fangyun Lin,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,A. X. Liu,A. X. Liu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Bo Liu,Bo Liu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Wen Liu,Wen Liu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Xiaodong Liu,Xiaodong Liu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Xin Liu,Xin Liu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yiyuan Liu,Yiyuan Liu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Haoyu Lu,Haoyu Lu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Shanghao Lu,Shanghao Lu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Fuli Luo,Fuli Luo,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Shirong Ma,Shirong Ma,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Xiaotao Nie,Xiaotao Nie,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Tian Pei,Tian Pei,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yishi Piao,Yishi Piao,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Junjie Qiu,Junjie Qiu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Hui Qu,Hui Qu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Tongzheng Ren,Tongzheng Ren,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Zehui Ren,Zehui Ren,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Chong Ruan,Chong Ruan,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Zhangli Sha,Zhangli Sha,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Zhihong Shao,Zhihong Shao,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Junxiao Song,Junxiao Song,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Xuecheng Su,Xuecheng Su,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Jingxiang Sun,Jingxiang Sun,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yaofeng Sun,Yaofeng Sun,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Minghui Tang,Minghui Tang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Bingxuan Wang,Bingxuan Wang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Peiyi Wang,Peiyi Wang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Shiyu Wang,Shiyu Wang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yaohui Wang,Yaohui Wang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yongji Wang,Wang Yongji,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Tong Wu,Tong Wu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Y. Wu,Yu Wu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Xin Xie,Xin Xie,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Zhenda Xie,Zhenda Xie,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Ziwei Xie,Ziwei Xie,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yiliang Xiong,Yiliang Xiong,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Hanwei Xu,Hanwei Xu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,R. X. Xu,Runxin Xu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yanhong Xu,Yanhong Xu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Dejian Yang,Dejian Yang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yuxiang You,Yuxiang You,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Shuiping Yu,Shuiping Yu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Xingkai Yu,Xingkai Yu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,B. Zhang,B. Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Haowei Zhang,Haowei Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Lecong Zhang,Lecong Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Liyue Zhang,Liyue Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Mingchuan Zhang,Mingchuan Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Minghua Zhang,Minghua Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Wentao Zhang,Wentao Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yichao Zhang,Yichao Zhang,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Chenggang Zhao,Chenggang Zhao,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yao Zhao,Yao Zhao,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Shangyan Zhou,Shangyan Zhou,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Shunfeng Zhou,Shunfeng Zhou,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Qihao Zhu,Qihao Zhu,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Author list only,作者名单（原文未拆角色）,Yuheng Zou,Yuheng Zou,,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\ar5iv_2401.02954.html,paper_author_list_no_role_split
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Aixin Liu,Aixin Liu,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Bingxuan Wang,Bingxuan Wang,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Bo Liu,Bo Liu,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Chenggang Zhao,Chenggang Zhao,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Chengqi Deng,Chengqi Deng,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Chong Ruan,Chong Ruan,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Damai Dai,Damai Dai,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Daya Guo,Daya Guo,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Dejian Yang,Dejian Yang,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Deli Chen,Deli Chen,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Erhang Li,Erhang Li,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Fangyun Lin,Fangyun Lin,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Fuli Luo,Fuli Luo,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Guangbo Hao,Guangbo Hao,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Guanting Chen,Guanting Chen,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Guowei Li,Guowei Li,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,H. Zhang,H. Zhang,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Hanwei Xu,Hanwei Xu,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Hao Yang,Hao Yang,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Haowei Zhang,Haowei Zhang,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Honghui Ding,Honghui Ding,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Huajian Xin,Huajian Xin,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Huazuo Gao,Huazuo Gao,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Hui Qu,Hui Qu,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Jianzhong Guo,Jianzhong Guo,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
2405.04434,DeepSeek-V2,V2,2024-05,Research & Engineering,研发与工程,Jiashi Li,Jiashi Li,FALSE,C:\Users\Esthe\Documents\New project\data\deepseek_papers\raw\main_model_role_snippets\2405.04434_role_snippet.txt,paper_appendix_role_list
