paper_id,short_title,stage,year_month,clean_author_name,raw_author_name_from_clean_table,raw_author_name_from_role_list,role_groups,role_groups_zh,is_research_engineering,is_data_annotation,is_business_compliance,is_author_list_only_unspecified,departed_mark,in_clean_author_table,in_role_appendix,role_source_note
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Junxiao Song,Junxiao Song,Junxiao Song,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Kai Dong,Kai Dong,Kai Dong,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Kaige Gao,Kaige Gao,Kaige Gao,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Kang Guan,Kang Guan,Kang Guan,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Lecong Zhang,Lecong Zhang,Lecong Zhang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Liyue Zhang,Liyue Zhang,Liyue Zhang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Mingchuan Zhang,Mingchuan Zhang,Mingchuan Zhang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Minghua Zhang,Minghua Zhang,Minghua Zhang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Minghui Tang,Minghui Tang,Minghui Tang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Panpan Huang,Panpan Huang,Panpan Huang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Peiyi Wang,Peiyi Wang,Peiyi Wang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Qihao Zhu,Qihao Zhu,Qihao Zhu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Qiushi Du,Qiushi Du,Qiushi Du,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Ruiqi Ge,Ruiqi Ge,Ruiqi Ge,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Runxin Xu,R. X. Xu,R. X. Xu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Shanghao Lu,Shanghao Lu,Shanghao Lu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Shangyan Zhou,Shangyan Zhou,Shangyan Zhou,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Shanhuang Chen,Shanhuang Chen,Shanhuang Chen,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Shirong Ma,Shirong Ma,Shirong Ma,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Shiyu Wang,Shiyu Wang,Shiyu Wang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Shuiping Yu,Shuiping Yu,Shuiping Yu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Shunfeng Zhou,Shunfeng Zhou,Shunfeng Zhou,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Tian Pei,Tian Pei,Tian Pei,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Tong Wu,Tong Wu,Tong Wu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Tongzheng Ren,Tongzheng Ren,Tongzheng Ren,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Wang Yongji,Yongji Wang,Yongji Wang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Wen Liu,Wen Liu,Wen Liu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Wenfeng Liang,Wenfeng Liang,Wenfeng Liang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Wenjie Hu,Wenjie Hu,Wenjie Hu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Wenjun Gao,Wenjun Gao,Wenjun Gao,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Wentao Zhang,Wentao Zhang,Wentao Zhang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Xiao Bi,Xiao Bi,Xiao Bi,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Xiaodong Liu,Xiaodong Liu,Xiaodong Liu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Xiaotao Nie,Xiaotao Nie,Xiaotao Nie,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Xin Liu,Xin Liu,Xin Liu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Xin Xie,Xin Xie,Xin Xie,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Xingkai Yu,Xingkai Yu,Xingkai Yu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Xuecheng Su,Xuecheng Su,Xuecheng Su,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yanhong Xu,Yanhong Xu,Yanhong Xu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yao Li,Yao Li,Yao Li,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yao Zhao,Yao Zhao,Yao Zhao,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yaofeng Sun,Yaofeng Sun,Yaofeng Sun,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yaohui Wang,Yaohui Wang,Yaohui Wang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yichao Zhang,Yichao Zhang,Yichao Zhang,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yiliang Xiong,Yiliang Xiong,Yiliang Xiong,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Ying He,Ying He,Ying He,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yishi Piao,Yishi Piao,Yishi Piao,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yiyuan Liu,Yiyuan Liu,Yiyuan Liu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yu Wu,Y. Wu,Y. Wu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yuheng Zou,Yuheng Zou,Yuheng Zou,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yukun Li,Y. K. Li,Y. K. Li,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Yuxiang You,Yuxiang You,Yuxiang You,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Zehui Ren,Zehui Ren,Zehui Ren,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Zhangli Sha,Zhangli Sha,Zhangli Sha,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Zhe Fu,Zhe Fu,Zhe Fu,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Zhenda Xie,Zhenda Xie,Zhenda Xie,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Zhewen Hao,Zhewen Hao,Zhewen Hao,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Zhihong Shao,Zhihong Shao,Zhihong Shao,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2401.02954,DeepSeek LLM,V1/LLM,2024-01,Ziwei Xie,Ziwei Xie,Ziwei Xie,Author list only,作者名单（原文未拆角色）,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,LLM paper does not split its 86 paper authors by role; appendix only lists separate acknowledgment teams.
2405.04434,DeepSeek-V2,V2,2024-05,Aixin Liu,Liu Aixin,Aixin Liu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Bei Feng,Feng Bei,Bei Feng,Data Annotation,数据标注,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Bingxuan Wang,Wang Bingxuan,Bingxuan Wang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Bo Liu,Liu Bo,Bo Liu,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Chenggang Zhao,Zhao Chenggang,Chenggang Zhao,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Chengqi Deng,Dengr Chengqi,Chengqi Deng,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Chong Ruan,Ruan Chong,Chong Ruan,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Damai Dai,Dai Damai,Damai Dai,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Daya Guo,Guo Daya,Daya Guo,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Dejian Yang,Yang Dejian,Dejian Yang,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
2405.04434,DeepSeek-V2,V2,2024-05,Deli Chen,Chen Deli,Deli Chen,Research & Engineering,研发与工程,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Role group parsed from paper appendix author/contribution list.
